Transcript Id,Gene Id(name),Mirna Name,miTG score
ENST00000375256,ENSG00000165244 (ZNF367),hsa-miR-21-5p,0.999994459407239
UTR3,9:99150444-99150472,0.0967025918067332
UTR3,9:99150255-99150274,0.00774120405625969
UTR3,9:99149491-99149514,0.00356149571222722
UTR3,9:99148794-99148808,0.00657932494619574
UTR3,9:99148426-99148452,0.0939385821766493
ENST00000368655,ENSG00000143614 (GATAD2B),hsa-miR-21-5p,0.999962723577528
UTR3,1:153780677-153780687,0.00265256487862043
UTR3,1:153779141-153779167,0.0288969781623581
UTR3,1:153777292-153777320,0.130901417623856
UTR3,1:153777232-153777254,0.0149159090270564
ENST00000377966,ENSG00000122707 (RECK),hsa-miR-21-5p,0.999831306963123
UTR3,9:36123467-36123492,0.0025074541193396
UTR3,9:36124171-36124187,0.150182484433527
ENST00000225842,ENSG00000108702 (CCL1),hsa-miR-21-5p,0.999731070066877
UTR3,17:32687447-32687472,0.145065969376884
ENST00000268719,ENSG00000141034 (GID4),hsa-miR-21-5p,0.999596813634606
UTR3,17:17968777-17968805,0.0179486793780057
UTR3,17:17969168-17969184,0.00279866330398861
UTR3,17:17971437-17971458,0.117697981413611
ENST00000280154,ENSG00000150593 (PDCD4),hsa-miR-21-5p,0.999554908685812
UTR3,10:112658079-112658095,0.128687776612668
UTR3,10:112658215-112658241,0.00814076335661817
ENST00000378536,ENSG00000157933 (SKI),hsa-miR-21-5p,0.999488075404455
UTR3,1:2238478-2238504,0.134540963208197
ENST00000367084,ENSG00000180667 (YOD1),hsa-miR-21-5p,0.999207139527842
UTR3,1:207222294-207222322,0.0750835575667362
UTR3,1:207220602-207220626,0.00453461613712351
UTR3,1:207219387-207219402,0.00179794557023189
UTR3,1:207219028-207219055,0.00434292923630606
UTR3,1:207218417-207218438,0.0416273336813796
ENST00000358912,ENSG00000197329 (PELI1),hsa-miR-21-5p,0.999031432323278
UTR3,2:64321793-64321815,0.124111921451013
ENST00000274255,ENSG00000145604 (SKP2),hsa-miR-21-5p,0.998971629640196
